url, data_channel_is_lifestyle, data_channel_is_entertainment, data_channel_is_bus, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world
http://mashable.com/2013/01/29/mouse-marijuana/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/10/05/askadev-developers-qa-engineers/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/06/23/syria-surrenders-chemical-arms/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2013/06/24/toy-story-grand-theft-auto/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/04/08/antares-rocket-test-flight/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2013/08/15/facebook-exchange-marketing/,0.0,0.0,1.0,0.0,0.0,0.0
http://mashable.com/2014/01/03/watch-one-girl-instagram-her-journey-from-anorexia-to-fitness-inspiration/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/07/17/johnny-winter-dies-dead/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2014/09/09/fashion-rocks-tweets-design-dress/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2014/09/25/hootsuite-60-million/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2014/08/25/300-million-cubic-meters-magma-bardarbunga/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/10/21/geo-targeted-tweets/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/06/12/pentax-color/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/10/02/nude-photos-leaked-beyond-biggest-names/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/05/06/social-media-advice-column-5-6/,0.0,0.0,1.0,0.0,0.0,0.0
http://mashable.com/2014/05/21/us-soccer-training-camp-usmnt/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2014/03/31/platns-vs-zombies-fps/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/01/30/workout-fails/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/08/21/programming-as-a-second-career/,1.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/06/25/internalized-homophobia-lgbt/,0.0,0.0,1.0,0.0,0.0,0.0
http://mashable.com/2014/03/31/venezuela-takes-san-cristobal/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2014/09/11/grumpy-cat-movie-first-photo/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/03/31/oculus-rift-facebook-concept-video/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2013/01/16/dad-vacuum-ponytail/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/09/10/australian-tested-ebola-virus/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/07/08/nasa-kid-letter-mars/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/09/10/apple-unveils-iphone-5s/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2013/10/29/olympus-stylus-1-camera/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2013/11/05/adult-swim-crowdsources-apps/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2014/05/01/spider-man-peter-parkour/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2013/03/09/sxswi-top-tweets-1/,0.0,0.0,0.0,1.0,0.0,0.0
http://mashable.com/2013/03/13/pope-francis-facebook/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2014/04/12/3d-movie-pioneer-james-cameron-talks-oculus-rift-filmmaking/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2013/04/25/yahoo-saturday-night-live/,0.0,0.0,1.0,0.0,0.0,0.0
http://mashable.com/2014/06/17/game-of-thrones-dragons-ad/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/05/07/openstreetmap/,0.0,0.0,1.0,0.0,0.0,0.0
http://mashable.com/2013/06/21/piracy-proof-software-pirated/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/08/15/teen-from-belarus-wins-google-code-jam-on-his-first-try/,1.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/11/05/hamster-bartenders/,0.0,0.0,1.0,0.0,0.0,0.0
http://mashable.com/2013/08/14/relayrides/,0.0,0.0,1.0,0.0,0.0,0.0
http://mashable.com/2014/09/19/apple-iphone-first-weekend-sales/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/07/16/disposable-drones/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/03/19/dog-sports/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/03/15/annoying-reddit/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/06/27/iphone-photography-awards/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/12/08/etsy-family-portrait-iphone-cases/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/09/23/mpowering-action/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/04/25/kim-jong-un-draw-my-life/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/08/21/apple-amazon-google-stock/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2013/10/15/ipad-event-poll/,0.0,0.0,1.0,0.0,0.0,0.0
http://mashable.com/2013/02/21/how-pinterest-could-be-better/,0.0,0.0,0.0,1.0,0.0,0.0
http://mashable.com/2014/07/30/little-girl-upset-about-brother-aging/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2013/08/25/startup-lessons-breaking-bad/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2013/06/05/video-edit-apps/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2014/06/23/spend-time-with-your-boss/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2014/05/16/sta-travel-seaworld-unethical/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2014/04/21/reddit-censored-posts/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2014/01/15/zuckerberg-snapchat-privacy/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/11/07/storm-bering-sea-alaska/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/06/12/hoverboard-4k/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/12/02/suicide-squad-supervillains/,0.0,0.0,1.0,0.0,0.0,0.0
http://mashable.com/2014/10/01/facebook-real-name-apology/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/01/25/phone-subsidies-wireless/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2013/02/25/after-work-apps/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2013/07/27/saran-wrap-scans/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/08/04/surfing-seal/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2014/12/06/ski-snowboard-apps/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2013/03/16/st-patricks-day-stock-photos/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/01/11/sorry-vader-white-house-death-star/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2013/08/02/snowden-asylum-obama/,0.0,0.0,1.0,0.0,0.0,0.0
http://mashable.com/2014/01/23/nature-are-you-serious/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2014/02/12/how-to-get-apples-special-edition-mac-pro-for-less-than-1-million-sort-of/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/02/27/weird-computer-mice/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2013/08/13/syrian-electronic-army-socialflow-nypost/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/10/05/nokia-lightning-phone-charge/,0.0,0.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/06/27/instagram-video-top-brands/,0.0,0.0,0.0,1.0,0.0,0.0
http://mashable.com/2013/11/04/tablet-productivity/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2014/09/12/twitter-debt-offering/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2014/06/11/napoleon-dynamite-anniversary/,0.0,0.0,0.0,0.0,0.0,1.0
http://mashable.com/2013/06/10/amazonfresh-los-angeles/,0.0,0.0,0.0,0.0,1.0,0.0
http://mashable.com/2014/07/24/robot-human-facial-mimicry/,0.0,1.0,0.0,0.0,0.0,0.0
http://mashable.com/2013/06/02/yahoo-mail-classic/,0.0,0.0,0.0,0.0,1.0,0.0
