 kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg
4.0,654.0,246.714285714,0.0,843300.0,157000.0,0.0,3811.39285714,2675.54335104
4.0,97.0,54.6,0.0,690400.0,430250.0,0.0,6318.2642487,3753.22514092
-1.0,763.0,313.285714286,20800.0,843300.0,319828.571429,3465.10829371,11141.75,6172.99671453
4.0,537.0,333.333333333,25300.0,690400.0,370983.333333,3334.66809974,4949.34897361,3833.23824004
-1.0,305.0,118.25,26900.0,843300.0,382937.5,2448.08092486,3578.37670835,2988.78199534
-1.0,865.0,229.125,0.0,843300.0,170822.222222,0.0,8480.06573705,3563.86048245
217.0,414.0,331.0,0.0,51900.0,28316.6666667,0.0,3411.74358974,2318.00312943
-1.0,1200.0,199.166666667,0.0,843300.0,259012.5,0.0,4174.71915285,2717.432288
-1.0,64.0,20.6666666667,663600.0,843300.0,732433.333333,2903.9957495,3557.34180953,3241.51596117
-1.0,2300.0,432.285714286,9200.0,843300.0,182928.571429,2790.4246882,7050.0,3880.79261133
-1.0,974.0,314.714285714,0.0,843300.0,201050.0,0.0,4321.43193277,2751.98709173
-1.0,707.0,314.666666667,1200.0,843300.0,272600.0,905.75,3906.79411765,2427.051186
217.0,429.0,337.666666667,7100.0,39400.0,26416.6666667,2295.6,4738.5625,3213.65598693
-1.0,457.0,112.125,0.0,843300.0,417577.777778,0.0,5936.22955806,3990.58738704
4.0,549.0,194.0,20800.0,843300.0,249575.0,2091.22957198,3303.17539432,2774.95664832
4.0,505.0,127.0,0.0,843300.0,157270.0,0.0,3621.82510013,2186.28893432
4.0,1500.0,399.666666667,1500.0,843300.0,128311.111111,1500.0,3284.38099298,2370.32183999
4.0,624.0,219.0,2200.0,843300.0,186625.0,1159.0,3287.69324957,2627.7678689
-1.0,608.0,237.375,9700.0,843300.0,294675.0,2160.24468085,3895.48987854,2948.46927337
217.0,488.0,356.6,4400.0,617900.0,143420.0,1684.04166667,4089.92063492,2694.05252069
217.0,1200.0,525.75,8000.0,617900.0,176050.0,1972.44789357,4600.0,3171.10040211
-1.0,1100.0,246.333333333,0.0,843300.0,220787.5,0.0,4772.88531029,2301.98767905
4.0,917.0,411.833333333,5300.0,690400.0,244333.333333,1688.40625,3430.5730443,2671.60779746
-1.0,363.0,102.5,0.0,843300.0,263080.0,0.0,3933.36764706,2869.63948962
4.0,1300.0,654.333333333,0.0,690400.0,210514.285714,0.0,3414.55543512,2326.23810734
4.0,506.0,169.8,0.0,690400.0,226042.857143,0.0,9913.3960396,4234.079303
-1.0,1000.0,272.25,0.0,843300.0,202811.111111,0.0,7549.6622807,4047.27036469
-1.0,416.0,138.0,0.0,843300.0,309820.0,0.0,3434.60753129,1745.51764255
4.0,602.0,230.888888889,953.0,843300.0,460139.222222,777.5,7982.61290323,3530.76002028
-1.0,1500.0,465.25,0.0,843300.0,239919.666667,0.0,4580.61538462,2362.08132561
4.0,1700.0,383.285714286,0.0,843300.0,140020.0,0.0,4110.92528736,2014.17015336
217.0,1100.0,431.5,3400.0,617900.0,267360.0,1890.90909091,7428.775,3770.46264105
-1.0,88.0,22.5971428571,0.0,843300.0,564025.0,0.0,7456.38266031,4651.94500554
-1.0,588.0,124.857142857,7500.0,843300.0,318928.571429,3141.71814672,6008.95897543,4283.25173958
-1.0,2000.0,262.333333333,2000.0,843300.0,455366.666667,2000.0,6870.19444444,4540.19397898
4.0,1000.0,336.25,0.0,843300.0,120590.0,0.0,4049.42322991,2197.89213238
4.0,1400.0,437.0,0.0,690400.0,385520.0,0.0,4777.90522244,2847.70793578
4.0,1400.0,401.875,0.0,843300.0,179700.0,0.0,5089.47368421,3123.23557127
4.0,476.0,192.571428571,6300.0,843300.0,238842.857143,1671.80851064,3271.37918446,2347.45231272
217.0,761.0,446.5,0.0,69100.0,25222.0,0.0,3829.09012876,2153.33739595
-1.0,1100.0,381.5,1900.0,843300.0,183000.0,1350.0,6939.5,3179.66888953
4.0,562.0,126.3,25300.0,843300.0,268550.0,2380.57303371,4732.61538462,3139.70063185
4.0,7700.0,1032.77777778,7700.0,690400.0,148722.222222,2638.29781421,7700.0,3763.22708455
-1.0,480.0,154.714285714,0.0,843300.0,361725.0,0.0,4654.07758621,2646.58989691
-1.0,181.0,57.3333333333,0.0,843300.0,322650.0,0.0,3828.03136531,2731.74642476
-1.0,599.0,149.0,2000.0,843300.0,401150.0,1299.5,3607.56653036,2433.97717637
-1.0,782.0,164.8,49500.0,843300.0,319520.0,2573.30524723,5353.41666667,3568.39666595
-1.0,971.0,185.666666667,0.0,843300.0,348875.0,0.0,5804.87412587,2988.11627274
-1.0,569.0,96.7142857143,57500.0,843300.0,462385.714286,3259.84566826,6030.3919327,4464.9843188
-1.0,484.0,153.0,1700.0,843300.0,272566.666667,1023.57142857,3406.45388885,2144.44544483
-1.0,211.0,68.5,0.0,843300.0,321250.0,0.0,4366.61654629,2452.28381892
-1.0,797.0,231.4,8100.0,843300.0,143480.0,2339.90909091,4960.6,3523.02797373
217.0,1500.0,511.777777778,0.0,80400.0,30870.0,0.0,3912.15,2754.19737637
4.0,809.0,188.833333333,0.0,843300.0,391700.0,0.0,5240.22179837,3353.80889703
-1.0,519.0,158.666666667,16000.0,843300.0,187000.0,1819.89361702,3507.76273308,2480.3214546
-1.0,325.0,64.2,55600.0,843300.0,500300.0,2151.3825468,5842.65994976,3698.81346993
217.0,3700.0,1023.14285714,1800.0,617900.0,203085.714286,1800.0,4892.43328551,3772.94883736
217.0,373.0,299.333333333,0.0,28000.0,6300.0,0.0,2194.71042471,776.07720353
4.0,15400.0,2907.375,0.0,843300.0,157940.0,0.0,15400.0,3673.05654336
-1.0,237.0,80.3333333333,0.0,843300.0,142700.0,0.0,3576.07647059,2052.40744738
-1.0,4.0,2.1475,208300.0,843300.0,684550.0,3587.53373784,6097.85492198,5380.87544496
-1.0,215.0,109.666666667,8000.0,843300.0,209816.666667,1279.51612903,3618.52979651,2593.22752017
4.0,417.0,120.25,0.0,843300.0,210520.0,0.0,7414.95421687,3479.25735614
4.0,1200.0,264.625,0.0,843300.0,267288.888889,0.0,8438.08515284,4417.08925446
4.0,430.0,220.6,0.0,690400.0,132500.0,0.0,4007.15337423,2247.25309763
4.0,176.0,58.0,16300.0,843300.0,241280.0,1389.80851064,3895.32978723,2718.15200167
-1.0,620.0,146.7,14700.0,843300.0,321970.0,2184.48320992,7446.50517837,4070.54818337
-1.0,627.0,215.166666667,2400.0,843300.0,329966.666667,1295.66666667,6018.19105252,3836.87316264
4.0,917.0,333.333333333,1500.0,690400.0,136266.666667,1178.34782609,3309.41412026,2233.22496152
-1.0,330.0,101.666666667,109100.0,843300.0,315350.0,3134.36139946,7741.73069174,4961.25265638
4.0,864.0,264.4,12300.0,690400.0,166800.0,2144.10810811,3809.39130435,3013.27075101
-1.0,340.0,133.0,14600.0,843300.0,458940.0,2219.46786335,4787.26228209,3071.46678961
217.0,341.0,301.6,0.0,69100.0,42250.0,0.0,2961.91392405,2297.60930996
4.0,1900.0,395.0,34900.0,843300.0,319650.0,3146.32544379,9000.0,4725.29632042
217.0,441.0,325.333333333,5100.0,227300.0,104266.666667,1771.83333333,2874.98438517,2293.97480309
-1.0,849.0,223.5,4400.0,843300.0,281375.0,2057.83333333,3558.13499035,2831.36477088
-1.0,437.0,108.5,0.0,843300.0,307633.333333,0.0,6585.66666667,2862.73474964
-1.0,2300.0,449.166666667,0.0,843300.0,160900.0,0.0,3443.12008499,2239.37821523
4.0,395.0,294.571428571,14200.0,690400.0,131785.714286,2167.4172973,3371.42425458,2552.85624047
-1.0,1500.0,213.798571429,0.0,843300.0,245487.5,0.0,4127.12520868,2576.74737404
-1.0,1700.0,606.0,9500.0,843300.0,287533.333333,3261.22102959,5254.61290323,4164.87023643
-1.0,587.0,253.166666667,21700.0,843300.0,222100.0,3259.84566826,7088.0,4519.19030364
-1.0,804.0,293.444444444,1300.0,843300.0,348166.666667,1052.0,57513.3529412,10529.8503676
4.0,594.0,228.857142857,6300.0,843300.0,290200.0,1786.75362319,4311.68775236,2946.25439643
4.0,269.0,100.142857143,0.0,843300.0,121940.0,0.0,3284.35,1783.59857949
-1.0,0.0,-1.0,0.0,843300.0,214333.333333,0.0,3406.45388885,1540.92199788
-1.0,280.0,141.0,10100.0,843300.0,450420.0,1878.76825969,4457.20504973,3036.61216634
-1.0,629.0,213.0,0.0,843300.0,446680.0,0.0,4667.59985423,2920.48506703
217.0,1100.0,474.4,0.0,617900.0,228216.666667,0.0,4785.99616858,2647.52036378
-1.0,86.0,28.8633333333,54600.0,843300.0,529433.333333,2841.20108275,3576.11978588,3264.19228186
-1.0,1400.0,402.236,1700.0,843300.0,344450.0,1566.66666667,8044.97060976,4552.40099871
-1.0,692.0,248.666666667,5200.0,843300.0,187266.666667,1767.42857143,3568.70784314,2794.79418655
4.0,451.0,105.6,0.0,843300.0,317666.666667,0.0,5298.46179541,3268.0383024
-1.0,620.0,176.625,3100.0,843300.0,281062.5,861.828571429,3526.54145155,2096.75830997
4.0,57.0,41.5,27700.0,843300.0,204216.666667,1931.575,3286.11613966,2578.16245748
-1.0,651.0,198.125,3800.0,843300.0,256937.5,1572.30909091,5729.19059406,3476.82046006
-1.0,1500.0,351.333333333,0.0,843300.0,217900.0,0.0,4748.26754386,2843.75391118
-1.0,1700.0,373.0,1700.0,843300.0,386625.0,1415.85714286,4334.36135182,2821.50456069
4.0,4000.0,915.666666667,0.0,843300.0,185628.571429,0.0,6900.0,3458.75576449
-1.0,762.0,225.287777778,0.0,843300.0,400010.0,0.0,10625.2,5205.74244641
-1.0,668.0,218.818,4600.0,843300.0,378200.0,2071.11764706,5538.81891656,3674.73752492
4.0,662.0,176.875,18200.0,843300.0,231712.5,1924.36419753,4176.65789474,2932.98286417
-1.0,1000.0,237.431666667,25500.0,843300.0,601716.666667,3405.69719556,6993.20517664,5760.95753785
-1.0,803.0,309.0,2900.0,843300.0,129590.0,1873.0,5245.38095238,3645.46433257
4.0,5900.0,1571.375,0.0,843300.0,343311.111111,0.0,6833.20436508,3714.7726601
-1.0,180.0,29.1111111111,0.0,843300.0,325540.0,0.0,5220.43445693,3182.17363186
4.0,3300.0,863.75,0.0,690400.0,172033.333333,0.0,7100.0,3732.06643168
4.0,798.0,305.714285714,4600.0,843300.0,232142.857143,1559.6,3248.57342657,2457.08466074
-1.0,878.0,314.6,0.0,843300.0,292850.0,0.0,4557.33354839,2877.95719662
217.0,483.0,346.857142857,8000.0,617900.0,137100.0,2095.85714286,3167.12020954,2614.147368
-1.0,693.0,135.0,1200.0,843300.0,262157.142857,911.666666667,3393.36702806,2203.09594941
-1.0,940.0,275.44875,4200.0,843300.0,511525.0,1684.25,7022.22230592,4656.07528293
4.0,11400.0,2612.8,5600.0,617900.0,148500.0,2639.36288998,11400.0,4733.2499849
-1.0,217.0,42.6,0.0,843300.0,383750.0,0.0,3459.97688151,2465.39795534
4.0,659.0,236.166666667,5100.0,843300.0,279333.333333,1402.22222222,4510.78205128,3066.48523501
-1.0,862.0,301.518,1900.0,843300.0,336500.0,1381.0,4692.57281553,2977.44936455
-1.0,602.0,82.32375,11700.0,843300.0,503350.0,2686.65454545,8026.96099291,5084.86617889
4.0,1700.0,475.75,3000.0,690400.0,124000.0,2178.90789474,4454.53535354,3290.64928136
-1.0,671.0,148.1,57400.0,843300.0,392540.0,3355.63278689,8476.20430108,5593.29252002
-1.0,544.0,153.941428571,46800.0,843300.0,592914.285714,3566.29788618,7266.08489612,5188.70516013
4.0,468.0,268.75,0.0,617900.0,107057.142857,0.0,3299.81894619,1654.7714518
-1.0,56.0,13.25,53100.0,843300.0,276375.0,2184.21854197,3487.42909091,2879.4058446
4.0,890.0,334.777777778,0.0,843300.0,401900.0,0.0,7253.72797927,3422.88608753
-1.0,144.0,28.0,0.0,843300.0,315683.333333,0.0,3405.69719556,2095.58363246
217.0,1000.0,549.5,0.0,28000.0,7830.0,0.0,3685.71428571,1181.61518167
-1.0,1500.0,404.44875,0.0,843300.0,347566.666667,0.0,5486.58207101,3390.17700774
-1.0,0.0,-1.0,23100.0,843300.0,334483.333333,1545.01612903,3779.38983051,2646.27758593
4.0,211.0,67.0,0.0,843300.0,348000.0,0.0,6971.08842105,2745.66575608
-1.0,569.0,196.5,2200.0,843300.0,252566.666667,970.625,5052.75,3371.10797375
217.0,740.0,459.4,0.0,80400.0,18506.875,0.0,2773.92807263,1120.98713482
4.0,576.0,261.444444444,7400.0,843300.0,148811.111111,1846.125,13392.0,4003.59475052
-1.0,504.0,108.084285714,112600.0,843300.0,557100.0,3558.13499035,7980.17391304,5653.42527956
217.0,488.0,359.428571429,0.0,617900.0,189200.0,0.0,3728.92493947,2325.62087038
-1.0,1500.0,172.559,61500.0,843300.0,433240.0,2400.01969365,36600.0,7641.40261967
217.0,456.0,335.285714286,13600.0,69100.0,51500.0,2397.36908517,4007.75257732,3181.49669153
-1.0,676.0,256.6,13900.0,843300.0,167860.0,2543.19833179,8038.31105807,4499.62734892
-1.0,593.0,117.8,2100.0,843300.0,409140.0,1183.88888889,3580.3178439,2502.15785761
4.0,629.0,137.857142857,0.0,843300.0,260666.666667,0.0,10469.0,2769.99392056
-1.0,587.0,177.6,23500.0,843300.0,393190.0,3139.44154766,6282.31067961,4895.65289817
-1.0,385.0,138.571428571,3900.0,843300.0,243871.428571,1765.0,4397.43085106,2848.1827221
4.0,342.0,195.0,0.0,690400.0,180666.666667,0.0,3414.57836499,1992.27884259
-1.0,7300.0,1234.57142857,0.0,843300.0,175912.5,0.0,8250.0,3260.59201282
-1.0,349.0,142.777777778,8000.0,843300.0,203255.555556,1041.26848249,4639.77395833,2907.46373137
-1.0,2400.0,409.0,0.0,843300.0,246130.0,0.0,4298.65814696,2308.09094777
-1.0,1400.0,314.4,0.0,843300.0,183933.333333,0.0,7600.0,3119.25985256
4.0,708.0,181.4,0.0,843300.0,253228.571429,0.0,5497.48594378,2463.16521881
-1.0,129.0,20.6666666667,19900.0,843300.0,341566.666667,3385.39332031,6887.70700935,5494.34125084
4.0,340.0,116.0,617900.0,690400.0,642066.666667,3364.60094467,4983.83770883,4382.26599184
4.0,633.0,211.5,0.0,843300.0,189985.714286,0.0,3396.48875092,2510.60149763
-1.0,544.0,139.0,0.0,843300.0,264316.666667,0.0,4630.00380228,2860.50785715
-1.0,682.0,263.8,8400.0,843300.0,330980.0,1380.67647059,3575.51829103,2530.13694995
-1.0,915.0,143.8,10600.0,843300.0,326800.0,2311.82222222,7738.2125,4912.21459704
4.0,176.0,66.6666666667,11600.0,843300.0,466883.333333,1537.53448276,5145.12814539,3285.60597404
4.0,1600.0,294.714285714,0.0,843300.0,161290.0,0.0,4200.0,2231.5904935
-1.0,1100.0,267.857142857,3600.0,843300.0,173171.428571,979.5,4237.92097264,2676.05267839
4.0,858.0,247.25,0.0,843300.0,307550.0,0.0,3267.57299892,1808.4471775
-1.0,675.0,138.125,4100.0,843300.0,300337.5,1546.64516129,4273.26130653,2763.58157174
-1.0,554.0,183.285714286,0.0,843300.0,207050.0,0.0,5286.79320113,2895.79679403
-1.0,2100.0,349.166666667,0.0,843300.0,267857.142857,0.0,4540.24556962,2998.91449608
-1.0,712.0,154.6,12800.0,843300.0,219980.0,2445.74850299,4726.95862069,3433.70636528
4.0,512.0,167.375,0.0,843300.0,173700.0,0.0,3420.35586481,2314.18912773
-1.0,1200.0,513.714285714,1200.0,843300.0,158028.571429,1200.0,4100.0,3275.00345939
4.0,522.0,271.5,3900.0,617900.0,182350.0,1823.0,3314.45709828,2759.25620094
-1.0,510.0,216.2,6100.0,843300.0,342720.0,2327.5,3777.14190774,3194.62869991
-1.0,697.0,131.333333333,0.0,843300.0,241642.428571,0.0,3445.03399048,2151.16166068
4.0,854.0,242.2,0.0,843300.0,177566.666667,0.0,3859.63636364,2348.65440796
4.0,1000.0,260.333333333,9100.0,843300.0,216383.333333,2951.39222222,4786.7745098,3644.68745099
-1.0,587.0,172.0,0.0,843300.0,441971.428571,0.0,5853.39192399,3786.52808473
4.0,1100.0,378.111111111,0.0,843300.0,117810.0,0.0,4052.96220214,2690.75251071
-1.0,522.0,162.25,17300.0,843300.0,399200.0,1726.30188679,3428.87105812,2523.95499725
-1.0,1500.0,377.25,0.0,843300.0,203211.111111,0.0,4390.18262411,2852.06447787
4.0,191.0,94.0,0.0,843300.0,282557.142857,0.0,5335.98444976,2793.95802485
4.0,659.0,254.666666667,5100.0,843300.0,280283.333333,1412.45454545,3266.69858078,2466.00185769
-1.0,2300.0,397.125,0.0,843300.0,289411.777778,0.0,13800.0,4082.80375202
-1.0,1600.0,332.714285714,0.0,843300.0,180887.5,0.0,5385.045,2769.08184946
4.0,432.0,172.833333333,0.0,843300.0,176542.857143,0.0,4046.58957952,2253.92027844
-1.0,492.0,208.714285714,2100.0,843300.0,211842.857143,1165.28125,3707.959702,2451.68312169
-1.0,3000.0,609.666666667,16400.0,843300.0,188433.333333,2194.75692739,8550.0,3960.59961655
4.0,1100.0,364.2,6800.0,843300.0,451280.0,2695.05468451,3719.19923858,3238.48496587
217.0,462.0,278.833333333,0.0,17100.0,12400.0,0.0,2082.425,1516.04068423
-1.0,919.0,347.5,0.0,843300.0,126022.777778,0.0,3581.09412603,1871.40313734
217.0,1100.0,429.714285714,0.0,69100.0,25425.0,0.0,2699.17948718,1749.1625007
4.0,224.0,123.2,49500.0,843300.0,370500.0,2072.50566572,3771.88669528,3154.4555438
-1.0,1000.0,211.222222222,0.0,843300.0,228670.0,0.0,3454.7421875,2240.58657179
-1.0,659.0,227.428571429,0.0,843300.0,419677.777778,0.0,23949.3076923,6259.54100346
217.0,759.0,430.5,0.0,617900.0,159591.8,0.0,4005.82828283,2094.63764992
-1.0,1200.0,440.333333333,0.0,843300.0,154480.0,0.0,5421.42857143,3298.19700173
-1.0,6100.0,1025.42857143,0.0,843300.0,216625.0,0.0,7356.45762712,3298.69901222
-1.0,1800.0,373.25,3500.0,843300.0,183900.0,2760.0,6731.6875,4050.55119307
4.0,634.0,164.6,7600.0,690400.0,510340.0,2260.33333333,5297.46938776,4086.70260331
-1.0,82.0,27.53,663600.0,843300.0,732433.333333,3332.85957311,3833.59535334,3592.05776741
4.0,1100.0,490.0,6800.0,617900.0,166444.444444,2800.0,6285.0,4403.66992129
4.0,428.0,305.666666667,0.0,617900.0,109987.5,0.0,4261.56097561,2846.63615991
-1.0,442.0,110.6,22300.0,843300.0,396260.0,3123.72727273,7080.68571429,5105.3908425
-1.0,1100.0,239.4,0.0,843300.0,244066.666667,0.0,5708.3759434,3652.60603982
-1.0,851.0,268.666666667,5200.0,843300.0,264933.333333,2643.88888889,4951.57836645,3574.78418369
217.0,456.0,337.857142857,0.0,617900.0,81060.0,0.0,3361.12162162,1983.84672142
-1.0,452.0,202.75,17300.0,843300.0,289625.0,1620.53225806,8921.93233083,5264.19090784
-1.0,1300.0,366.666666667,1300.0,843300.0,183116.666667,1300.0,3590.51314393,2689.52984532
4.0,656.0,369.8,4800.0,690400.0,162040.0,2228.14285714,3414.77479687,2974.19673572
-1.0,1900.0,446.714285714,11700.0,843300.0,202857.142857,2950.20895522,6250.0,3989.29695101
-1.0,538.0,244.833333333,1400.0,843300.0,212766.666667,1014.0,3738.09279062,2283.11098155
-1.0,745.0,321.285714286,2400.0,843300.0,156614.285714,1429.83333333,3506.36816623,2384.01377541
217.0,953.0,409.857142857,2000.0,51900.0,21557.1428571,1398.5,2544.77804487,2005.47860362
-1.0,800.0,199.25,0.0,843300.0,318814.285714,0.0,4542.63109354,1946.73248439
217.0,618.0,374.428571429,2100.0,617900.0,146500.0,1134.0,4327.12,3020.79652536
-1.0,1800.0,516.833333333,3200.0,843300.0,375383.333333,2394.33333333,4529.53954082,3115.64654324
4.0,614.0,361.444444444,14200.0,690400.0,176733.333333,2197.34920635,6794.77777778,3156.8034171
-1.0,410.0,148.0,41000.0,843300.0,186211.111111,2891.69494585,5060.58730159,3896.23787664
-1.0,233.0,63.0,109800.0,843300.0,342840.0,2878.45418327,3535.9428618,3110.55263975
-1.0,2100.0,350.625,2100.0,843300.0,389150.0,2100.0,7666.31636364,4414.75867897
-1.0,1400.0,318.75,1700.0,843300.0,214025.0,979.941176471,3551.06655841,2250.55677591
-1.0,269.0,88.75,0.0,843300.0,171466.666667,0.0,3574.6863882,1610.88080379
4.0,1200.0,453.142857143,1000.0,690400.0,157942.857143,1000.0,10687.4888889,5521.89100611
-1.0,95.0,30.2,196700.0,843300.0,556400.0,3541.6041721,6282.72821101,5253.28035191
4.0,981.0,254.333333333,5800.0,843300.0,200750.0,1919.48340548,3937.89247312,3105.81255591
4.0,1600.0,308.857142857,1600.0,843300.0,274100.0,1600.0,5195.27609603,3249.31419156
4.0,679.0,155.625,3100.0,843300.0,203675.0,1245.5,3262.74903128,2132.83105931
-1.0,442.0,150.857142857,0.0,843300.0,193888.7,0.0,4213.849642,2103.5943097
4.0,1000.0,338.4,8400.0,843300.0,248340.0,1908.84210526,37125.0,9591.77880517
-1.0,459.0,73.4285714286,2600.0,843300.0,202314.285714,933.895833333,3408.39172263,2144.43340973
-1.0,2900.0,755.2,1400.0,843300.0,181870.0,1400.0,3874.45454545,3086.43498131
-1.0,692.0,203.142857143,2500.0,843300.0,356528.571429,1777.33333333,13782.2608696,4443.5202984
-1.0,1100.0,390.428571429,0.0,843300.0,268250.0,0.0,3587.32418623,2008.47416226
-1.0,875.0,169.37,0.0,843300.0,470162.5,0.0,6001.0762565,4177.65519245
4.0,1200.0,443.8,0.0,690400.0,123322.222222,0.0,3424.49043716,1747.25210366
-1.0,647.0,290.459,17100.0,843300.0,325430.0,3135.48638355,7685.81578947,5538.00759616
4.0,532.0,321.8,0.0,690400.0,140800.0,0.0,3828.03006329,2715.87879136
-1.0,805.0,284.875,1300.0,843300.0,447162.5,1051.25,6042.81435868,4258.68158613
-1.0,49.0,20.7985714286,0.0,843300.0,375577.777778,0.0,5970.0361991,2713.30482697
-1.0,400.0,152.625,0.0,843300.0,254722.222222,0.0,7332.02087912,4194.70265369
-1.0,330.0,115.571428571,53100.0,843300.0,341328.571429,3578.49424098,8837.16666667,5711.32558933
4.0,864.0,438.714285714,0.0,617900.0,99000.0,0.0,4337.125,2807.01224921
-1.0,608.0,148.5,12800.0,843300.0,178970.0,2790.4246882,8480.06573705,4243.23193651
-1.0,452.0,150.6475,6400.0,843300.0,409050.0,1293.32,3571.91357906,2662.05340327
-1.0,748.0,152.375,0.0,843300.0,219944.444444,0.0,6663.97222222,2875.64101726
-1.0,773.0,232.875,0.0,843300.0,194052.555556,0.0,3505.70433145,2178.44059666
-1.0,1100.0,186.857142857,0.0,843300.0,367612.5,0.0,6453.05990783,3262.30433659
4.0,1600.0,324.4,2900.0,843300.0,148620.0,916.375,7000.0,3615.6714063
-1.0,702.0,155.166666667,0.0,843300.0,175514.285714,0.0,3684.82352941,2539.79576342
-1.0,755.0,184.875,6100.0,843300.0,376225.0,1845.11111111,8091.0952381,5358.59476821
-1.0,924.0,296.0,3000.0,843300.0,220933.333333,1296.92857143,3978.09865471,3009.75844687
-1.0,520.0,146.4,0.0,843300.0,222683.333333,0.0,4243.0625,3050.562943
-1.0,821.0,217.765,2200.0,843300.0,283816.666667,1202.5,3572.06190361,2523.34980505
4.0,924.0,363.5,3900.0,843300.0,216183.333333,1885.2,4256.14423077,3099.91007291
4.0,831.0,344.75,9000.0,843300.0,400425.0,2703.875,3833.37867647,3187.18137391
4.0,1200.0,304.0,7400.0,843300.0,297985.714286,2202.07142857,16831.25,5526.54917527
-1.0,820.0,250.065555556,39000.0,843300.0,425888.888889,3434.60753129,9732.30769231,5393.22142014
-1.0,910.0,200.0,8400.0,843300.0,266385.714286,2176.54210526,3912.94259259,3206.2216353
-1.0,463.0,162.25,0.0,843300.0,317777.777778,0.0,5938.26666667,3527.04719589
4.0,1700.0,438.375,1700.0,843300.0,238350.0,1148.0,5879.18055556,2710.25615679
-1.0,1.59,-0.482,617900.0,843300.0,798220.0,3421.27856746,6778.71686128,5209.11086248
-1.0,217.0,35.3333333333,19100.0,843300.0,371883.333333,2026.52654867,3388.14465947,2711.25300875
-1.0,183.0,80.6,0.0,843300.0,193750.0,0.0,3578.53660453,2621.36939045
-1.0,498.0,167.0,10300.0,843300.0,373625.0,2685.68869024,9491.00757576,5427.0596109
217.0,462.0,288.0,0.0,17100.0,11688.8888889,0.0,2339.52,1516.20793959
4.0,498.0,307.0,15900.0,690400.0,258833.333333,2943.03336339,6797.96296296,4153.80524151
-1.0,473.0,116.0,2300.0,843300.0,246083.333333,1133.29411765,3695.37286432,2636.94390483
-1.0,112.0,39.918,53500.0,843300.0,413060.0,2195.71586716,6019.63605046,3706.28328892
-1.0,855.0,291.6,1400.0,843300.0,252500.0,1117.375,3946.32208872,2577.75319424
