 n_tokens_title, n_tokens_content, n_unique_tokens, average_token_length, n_non_stop_words, n_non_stop_unique_tokens
8.0,322.0,0.630914824508,4.95031055901,0.999999995192,0.749999996394
10.0,172.0,0.703488368003,4.64534883721,0.999999990826,0.834862377662
11.0,5530.0,0.22437420058,4.32622061483,0.999999999683,0.355717453166
10.0,229.0,0.65454545157,4.64628820961,0.999999992366,0.824427474623
6.0,367.0,0.501392756264,4.59400544959,0.999999995536,0.611607140127
9.0,739.0,0.513975154481,4.63870094723,0.999999997712,0.64073226398
10.0,279.0,0.649056601324,5.06093189964,0.999999994413,0.754189939921
13.0,334.0,0.539184951288,4.22155688623,0.999999994286,0.708571424522
10.0,304.0,0.56756756565,4.94407894737,0.999999994845,0.685567006775
10.0,364.0,0.606145249704,4.66758241758,0.999999995745,0.71914893311
7.0,616.0,0.503300329202,4.57142857143,0.999999997283,0.673913041647
10.0,479.0,0.419287210861,4.75574112735,0.999999996865,0.49529780409
9.0,438.0,0.508235292922,4.57305936073,0.999999996124,0.658914726128
13.0,428.0,0.532374099443,4.13317757009,0.999999996,0.703999997184
11.0,146.0,0.737931029394,4.71917808219,0.999999989474,0.799999991579
14.0,501.0,0.541751526392,4.71856287425,0.999999996743,0.674267098781
12.0,845.0,0.475961537889,4.81065088757,0.99999999812,0.61466165298
11.0,289.0,0.684027775403,4.38408304498,0.999999994652,0.844919781578
13.0,805.0,0.586928103808,4.51304347826,0.999999998102,0.743833015666
8.0,326.0,0.621538459626,4.26993865031,0.999999994413,0.821229045691
12.0,237.0,0.606986896913,4.35443037975,0.999999993056,0.722222217207
9.0,1375.0,0.400586940278,4.616,0.999999998761,0.577447335096
13.0,96.0,0.749999992188,4.41666666667,0.999999982759,0.827586192628
11.0,241.0,0.588235291646,4.8755186722,0.999999993243,0.729729724799
13.0,644.0,0.474842766549,4.41614906832,0.999999997305,0.654986521146
8.0,541.0,0.500938085364,4.34565619224,0.999999996732,0.656862742951
14.0,532.0,0.548638131228,5.26127819549,0.999999997151,0.660968659086
9.0,898.0,0.545454544835,4.96547884187,0.999999998175,0.748175181116
6.0,533.0,0.462745097132,4.6435272045,0.999999996855,0.591194966694
12.0,499.0,0.533066131196,4.74148296593,0.999999996564,0.711340203741
12.0,408.0,0.530612243544,4.73529411765,0.999999995918,0.644897956551
10.0,171.0,0.678787874674,4.46783625731,0.99999999,0.8599999914
10.0,412.0,0.53300733366,5.08009708738,0.999999996552,0.617241377182
8.0,552.0,0.61581920788,4.54891304348,0.999999996933,0.825153371702
12.0,310.0,0.637583890478,4.9935483871,0.999999995763,0.686440675057
11.0,246.0,0.563025207718,4.85772357724,0.999999992593,0.703703698491
9.0,180.0,0.634831457108,4.52777777778,0.999999990741,0.78703702975
9.0,623.0,0.540716611497,5.05778491172,0.999999997326,0.737967912465
10.0,1146.0,0.415492957381,4.30802792321,0.999999998382,0.650485435841
11.0,596.0,0.591379309325,4.5,0.99999999726,0.780821915669
12.0,701.0,0.509715993259,4.72610556348,0.999999997531,0.688888887188
16.0,332.0,0.669781929378,4.13253012048,0.999999994681,0.867021271984
15.0,181.0,0.564245806904,4.94475138122,0.999999992857,0.578571424439
11.0,291.0,0.620209057072,4.55670103093,0.999999994152,0.812865492322
8.0,668.0,0.584474884955,4.93263473054,0.999999997691,0.750577365472
12.0,406.0,0.562499998594,4.52955665025,0.999999995851,0.721991698249
8.0,165.0,0.696969692746,4.50303030303,0.99999999,0.8399999916
16.0,514.0,0.546719680822,4.53112840467,0.999999996721,0.721311473045
7.0,211.0,0.740384611825,4.43601895735,0.999999992126,0.905511803894
8.0,215.0,0.488038275177,5.55348837209,0.999999992857,0.54285713898
9.0,280.0,0.551971324186,4.97857142857,0.999999993939,0.715151510817
9.0,535.0,0.576628351386,4.57570093458,0.999999996997,0.735735733526
9.0,378.0,0.570621467315,5.60052910053,0.99999999635,0.616788318917
13.0,402.0,0.583756343696,4.68905472637,0.999999995868,0.731404955655
10.0,764.0,0.499999999332,4.35078534031,0.999999997812,0.660831508401
11.0,863.0,0.502433089413,4.62224797219,0.999999998179,0.659380690967
10.0,283.0,0.61290322361,4.79858657244,0.999999994444,0.694444440586
10.0,305.0,0.604095561078,4.70819672131,0.999999994565,0.755434778503
12.0,466.0,0.59602648875,4.37124463519,0.999999996403,0.791366903628
8.0,115.0,0.780701747538,4.70434782609,0.999999984615,0.907692293728
9.0,292.0,0.599999997931,4.71917808219,0.999999994382,0.741573029542
12.0,288.0,0.571428569388,4.375,0.99999999359,0.762820507931
14.0,404.0,0.534526852853,4.66584158416,0.999999995816,0.702928867352
9.0,716.0,0.503586799851,5.13407821229,0.999999997685,0.673611109552
10.0,415.0,0.523573199693,4.55180722892,0.999999996124,0.647286819197
12.0,1305.0,0.420560747336,4.4091954023,0.999999998601,0.62937062849
10.0,894.0,0.401123595055,4.09172259508,0.999999997743,0.634311510983
13.0,300.0,0.603389828463,5.25666666667,0.999999995595,0.651982375982
11.0,1394.0,0.464233576303,4.5487804878,0.999999998808,0.661501787054
10.0,990.0,0.477987420883,4.46262626263,0.999999998261,0.659130433636
7.0,959.0,0.478168263602,5.06986444213,0.999999998319,0.657142856038
10.0,974.0,0.432712214873,4.59137577002,0.999999997947,0.681724844596
14.0,479.0,0.602536996612,5.00626304802,0.999999996644,0.761744963887
9.0,483.0,0.515657618965,4.83022774327,0.99999999654,0.674740482094
11.0,240.0,0.591666664201,4.91666666667,0.999999993548,0.696774189053
13.0,1270.0,0.386234817501,4.27401574803,0.999999998565,0.566714489861
10.0,1006.0,0.44842105216,5.09244532803,0.999999998674,0.490716179721
12.0,236.0,0.655319146148,4.87711864407,0.999999992593,0.866666660247
8.0,172.0,0.605882349377,4.62790697674,0.999999991071,0.651785708466
12.0,1050.0,0.450961538028,5.01904761905,0.999999998322,0.651006710317
9.0,745.0,0.524930747195,4.48322147651,0.999999997807,0.701754384426
12.0,1052.0,0.364970645435,4.50475285171,0.999999998336,0.507487519954
11.0,544.0,0.500927642855,4.11580882353,0.999999996599,0.717687072389
12.0,476.0,0.558886508439,4.78991596639,0.999999996503,0.730769228214
7.0,951.0,0.398314014333,4.5341745531,0.999999998081,0.585412666823
13.0,143.0,0.709219853126,4.21678321678,0.999999988235,0.882352930796
11.0,680.0,0.539730134123,4.55294117647,0.999999997555,0.74572126957
11.0,219.0,0.660377355376,4.85388127854,0.999999993548,0.729032253361
13.0,0.0,0.0,0.0,0.0,0.0
11.0,215.0,0.650717700236,4.38139534884,0.999999991228,0.833333326023
13.0,228.0,0.648148145147,4.59210526316,0.999999992188,0.804687493713
7.0,977.0,0.401691331499,4.91402251791,0.999999998217,0.545454544482
11.0,455.0,0.517985610269,4.07032967033,0.999999996241,0.650375937405
8.0,128.0,0.730158724364,4.859375,0.999999988636,0.784090900181
13.0,582.0,0.55438596394,4.71993127148,0.999999997253,0.706043954104
10.0,815.0,0.420147419631,4.45030674847,0.999999997849,0.578494622412
10.0,521.0,0.494047618067,4.66986564299,0.999999996689,0.652317878635
12.0,268.0,0.582089550067,4.47014925373,0.999999993103,0.7655172361
10.0,292.0,0.574912889983,4.43835616438,0.99999999375,0.749999995313
10.0,633.0,0.471854303855,4.91153238547,0.999999997455,0.585241728791
6.0,185.0,0.736263732218,5.13513513514,0.999999991304,0.852173905633
9.0,214.0,0.694835677489,4.43925233645,0.999999991935,0.870967734912
10.0,0.0,0.0,0.0,0.0,0.0
8.0,629.0,0.427199999316,4.53259141494,0.99999999726,0.575342464177
13.0,364.0,0.592067986991,4.75274725275,0.999999995633,0.724890826529
12.0,525.0,0.533203123959,4.37523809524,0.9999999967,0.716171614798
10.0,151.0,0.67375886047,4.58278145695,0.999999988889,0.766666658148
8.0,402.0,0.529999998675,4.70895522388,0.999999995671,0.683982681022
9.0,438.0,0.565819860125,4.55479452055,0.999999996296,0.744444441687
15.0,977.0,0.452830188205,4.82804503582,0.999999998316,0.627946126889
12.0,341.0,0.498470946488,4.6715542522,0.999999995475,0.601809952028
7.0,322.0,0.531446539209,4.7950310559,0.999999994792,0.671874996501
11.0,579.0,0.452930727437,4.30569948187,0.999999996904,0.622291019745
8.0,1514.0,0.324414715502,4.04623513871,0.999999998668,0.527296936715
14.0,2003.0,0.325688073228,4.05242136795,0.999999999073,0.515291936501
10.0,455.0,0.51793721857,4.85274725275,0.999999996324,0.680147056323
10.0,701.0,0.319465081249,4.43937232525,0.999999997696,0.412442395363
9.0,388.0,0.51123595362,5.89432989691,0.999999996528,0.534722220366
13.0,428.0,0.495098038002,4.82009345794,0.999999996109,0.642023343805
15.0,0.0,0.0,0.0,0.0,0.0
7.0,479.0,0.412393161512,5.22129436326,0.999999996997,0.456456455086
8.0,4306.0,0.379725897831,4.66627960985,0.999999999606,0.593688362685
9.0,176.0,0.65294117263,4.60795454545,0.999999989899,0.78787877992
11.0,571.0,0.51232394276,5.0823117338,0.999999997033,0.682492579577
14.0,124.0,0.770491796963,4.48387096774,0.999999986301,0.890410946707
9.0,1417.0,0.365994236048,4.33944954128,0.999999998679,0.55217965581
8.0,165.0,0.628378374133,4.07272727273,0.999999989011,0.758241749909
8.0,1067.0,0.445506691735,4.66822867854,0.999999998433,0.622257052316
13.0,128.0,0.718749994385,4.46875,0.999999985714,0.857142844898
12.0,1086.0,0.426013194697,4.72651933702,0.999999998415,0.611727415829
8.0,382.0,0.58152173755,4.73560209424,0.999999996094,0.644531247482
13.0,268.0,0.580392154587,4.64552238806,0.999999994012,0.658682630786
10.0,759.0,0.523351647633,4.79051383399,0.999999997908,0.700836818617
8.0,177.0,0.6666666629,4.47457627119,0.999999990099,0.841584150083
12.0,122.0,0.678571422513,4.55737704918,0.999999983333,0.783333320278
10.0,128.0,0.71999999424,4.3046875,0.999999987342,0.810126572024
10.0,520.0,0.516765284977,4.49230769231,0.999999996441,0.718861207406
10.0,302.0,0.612318838361,4.63245033113,0.99999999505,0.668316828375
11.0,173.0,0.76190475737,4.47976878613,0.999999990291,0.883495137053
11.0,325.0,0.51552794871,4.45846153846,0.999999995,0.664999996675
9.0,1267.0,0.46044303761,4.67561168114,0.999999998547,0.71366278966
9.0,1308.0,0.435978004371,4.92125382263,0.999999998795,0.593975902899
10.0,1325.0,0.436834094036,4.7441509434,0.99999999875,0.626249999217
15.0,693.0,0.545058138743,4.5468975469,0.999999997636,0.737588650739
14.0,291.0,0.578014182347,4.25773195876,0.99999999375,0.762499995234
13.0,595.0,0.514480407982,4.64705882353,0.999999997143,0.702857140849
12.0,250.0,0.573839660026,4.628,0.999999993103,0.696551719334
7.0,1181.0,0.435962679868,4.53090601185,0.999999998586,0.632248938285
11.0,801.0,0.483018867317,4.73657927591,0.999999997996,0.641282563845
9.0,234.0,0.555555553086,4.61965811966,0.999999993007,0.636363631914
11.0,473.0,0.508583689896,4.54334038055,0.999999996721,0.619672129116
9.0,135.0,0.712121206726,4.97777777778,0.9999999875,0.874999989063
9.0,220.0,0.630136983424,4.41818181818,0.999999992701,0.722627731952
10.0,402.0,0.480719793109,4.80348258706,0.99999999639,0.545126351823
11.0,1074.0,0.394934333588,4.6322160149,0.999999998282,0.58762886497
13.0,804.0,0.48403575928,5.2263681592,0.999999998058,0.621359222094
14.0,1807.0,0.394929577242,4.53403431101,0.999999999044,0.586042064449
8.0,240.0,0.603686633163,4.68333333333,0.999999994286,0.588571425208
10.0,1150.0,0.412434325383,4.62260869565,0.999999998527,0.58321060297
14.0,0.0,0.0,0.0,0.0,0.0
10.0,199.0,0.63730569618,4.50251256281,0.999999991071,0.821428564094
9.0,1124.0,0.473637175627,4.5524911032,0.999999998476,0.687499998952
14.0,1193.0,0.410819948934,4.32187761945,0.999999998516,0.608308604439
11.0,245.0,0.665217388412,4.8693877551,0.999999993548,0.761290317669
6.0,671.0,0.552307691458,4.79433681073,0.999999997567,0.742092455615
9.0,180.0,0.630057799826,4.36111111111,0.999999988764,0.820224709885
10.0,251.0,0.525896412247,5.08366533865,0.999999994012,0.640718559038
11.0,848.0,0.514970059264,4.41391509434,0.999999997942,0.711934154914
9.0,322.0,0.617363342066,4.57453416149,0.999999994652,0.786096252481
11.0,248.0,0.613821135716,4.71370967742,0.999999993151,0.78082191246
12.0,182.0,0.619047615363,4.82417582418,0.99999999187,0.666666661247
12.0,531.0,0.501886791506,4.46327683616,0.999999996528,0.684027775403
13.0,728.0,0.489626555339,4.23901098901,0.999999997429,0.735218507107
11.0,534.0,0.554511277153,4.97378277154,0.999999996825,0.749206346828
10.0,282.0,0.534296026952,4.13120567376,0.999999993506,0.681818177391
11.0,322.0,0.556603771835,4.20186335404,0.999999993671,0.772151893847
12.0,373.0,0.562857141249,4.63806970509,0.999999995763,0.69915253941
10.0,923.0,0.477124182487,4.56013001083,0.999999998267,0.644714037011
13.0,287.0,0.660516602729,4.61672473868,0.999999994565,0.77717390882
11.0,248.0,0.512396692098,4.4435483871,0.999999994048,0.62499999628
10.0,254.0,0.661354579038,4.70078740157,0.999999993243,0.804054048621
16.0,346.0,0.608308603536,4.50289017341,0.999999995349,0.748837205819
13.0,863.0,0.376470587792,4.15411355736,0.999999997868,0.547974412478
11.0,170.0,0.52071005609,4.38823529412,0.999999990566,0.547169806159
12.0,562.0,0.534926469605,4.34519572954,0.999999996785,0.736334402777
9.0,538.0,0.453183519751,4.68959107807,0.999999996743,0.589576545311
14.0,563.0,0.584870847629,4.66785079929,0.999999997085,0.760932942388
11.0,749.0,0.517426272765,4.57142857143,0.999999997717,0.714611870515
9.0,484.0,0.532494757794,4.58884297521,0.99999999654,0.695501727697
11.0,473.0,0.555555554321,4.35940803383,0.99999999654,0.674740482094
9.0,832.0,0.434405940056,4.61899038462,0.999999997567,0.686131385192
13.0,216.0,0.658878501594,4.25925925926,0.999999991736,0.776859497712
11.0,1030.0,0.441235059321,4.91747572816,0.999999998358,0.622331690275
9.0,798.0,0.472368420431,4.88095238095,0.999999998141,0.576208177368
8.0,440.0,0.531034481538,4.23636363636,0.999999995434,0.780821914243
11.0,774.0,0.486842104623,4.56201550388,0.999999997934,0.617768593765
12.0,249.0,0.608870965287,4.4297188755,0.99999999359,0.7692307643
8.0,712.0,0.458026508898,4.15028089888,0.999999997549,0.615196076924
11.0,522.0,0.465250964353,4.79310344828,0.999999996933,0.582822084102
14.0,183.0,0.64457830937,4.10382513661,0.999999990196,0.784313717801
11.0,214.0,0.608490563167,4.89719626168,0.999999992248,0.72093022697
11.0,1054.0,0.470757430038,4.61385199241,0.999999998336,0.688851912331
10.0,98.0,0.785714277697,4.54081632653,0.999999982759,0.844827571641
11.0,581.0,0.470588234455,4.86919104991,0.999999997354,0.584656083109
10.0,285.0,0.590106004982,4.96140350877,0.999999994118,0.799999995294
11.0,496.0,0.553235906987,4.67338709677,0.999999996743,0.700325730618
10.0,506.0,0.474332647897,4.44071146245,0.999999996269,0.667910445269
11.0,280.0,0.575539566275,4.88571428571,0.999999994253,0.712643674065
10.0,760.0,0.475871313035,5.04605263158,0.999999997753,0.649438200788
10.0,649.0,0.46718749927,4.92758089368,0.999999997462,0.61928933853
13.0,318.0,0.574675322809,4.57547169811,0.999999994872,0.738461534675
9.0,829.0,0.364321607583,4.2328106152,0.999999997817,0.489082968364
12.0,0.0,0.0,0.0,0.0,0.0
6.0,1321.0,0.363846153566,4.67524602574,0.999999998728,0.511450381029
13.0,177.0,0.543749996602,4.67231638418,0.999999991379,0.594827581079
12.0,577.0,0.553380781933,4.98786828423,0.999999997207,0.695530724314
8.0,254.0,0.578260867051,5.15354330709,0.999999993789,0.67080744925
9.0,288.0,0.445993029805,4.51388888889,0.999999995413,0.463302750168
10.0,749.0,0.436997318449,4.6435246996,0.999999997717,0.609589039704
8.0,1008.0,0.440816326081,4.65277777778,0.999999998308,0.593908628437
10.0,361.0,0.585714284041,4.71468144044,0.999999995475,0.733031670891
9.0,472.0,0.531182794557,4.56355932203,0.999999996255,0.72284643924
8.0,287.0,0.574912889983,4.8606271777,0.999999993939,0.751515146961
8.0,848.0,0.45486935813,4.69103773585,0.999999997988,0.637826960487
10.0,316.0,0.630573246399,4.94303797468,0.999999994975,0.773869342845
14.0,502.0,0.536585364763,5.2390438247,0.999999996855,0.685534589039
10.0,270.0,0.646616538922,4.74814814815,0.999999993631,0.840764325855
9.0,336.0,0.61280487618,4.26785714286,0.999999994845,0.788659789749
11.0,237.0,0.683982681022,4.81856540084,0.999999993976,0.783132525403
9.0,586.0,0.524137930131,4.44027303754,0.999999996997,0.726726724544
8.0,380.0,0.616402114771,4.57368421053,0.999999995614,0.802631575427
8.0,268.0,0.521568625406,4.70149253731,0.99999999359,0.647435893286
10.0,112.0,0.758928564652,4.75,0.999999984127,0.920634906022
13.0,0.0,0.0,0.0,0.0,0.0
12.0,115.0,0.709090902645,4.66086956522,0.999999985915,0.830985903789
9.0,230.0,0.669642854153,4.5,0.999999991935,0.870967734912
5.0,642.0,0.515199999176,4.61526479751,0.999999997347,0.694960210358
12.0,0.0,0.0,0.0,0.0,0.0
13.0,1439.0,0.384673177773,4.2404447533,0.999999998778,0.53667481597
10.0,225.0,0.622222219457,4.48444444444,0.999999992,0.775999993792
12.0,223.0,0.536363633926,5.48430493274,0.999999993056,0.631944440056
8.0,935.0,0.442036835924,4.74652406417,0.999999998361,0.567213113824
12.0,550.0,0.524074073104,4.69090909091,0.999999996845,0.659305991611
16.0,1165.0,0.459740259342,4.2660944206,0.999999998523,0.670605612008
11.0,300.0,0.653571426237,4.92333333333,0.999999994819,0.766839374265
11.0,1049.0,0.432122370524,4.23832221163,0.999999998308,0.634517765424
15.0,212.0,0.665071767153,4.60377358491,0.999999992537,0.791044770216
11.0,510.0,0.572564611188,4.57450980392,0.999999996633,0.744107741602
12.0,452.0,0.534246574123,4.69690265487,0.999999996479,0.683098589144
12.0,552.0,0.510166357652,4.70108695652,0.999999996633,0.717171714757
8.0,108.0,0.757281546046,4.60185185185,0.999999984615,0.861538448284
13.0,748.0,0.477088948144,4.16978609626,0.999999997653,0.673708918606
6.0,247.0,0.686991867126,4.65991902834,0.999999993827,0.827160488721
10.0,134.0,0.738095232237,4.22388059701,0.999999987342,0.911392393527
11.0,396.0,0.502604165358,4.63131313131,0.999999996016,0.629482069205
10.0,113.0,0.756756749939,4.6017699115,0.999999984127,0.904761890401
12.0,606.0,0.560553632248,4.64356435644,0.999999997319,0.699731901609
9.0,227.0,0.51111110884,5.83700440529,0.99999999422,0.537572251228
9.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0
9.0,348.0,0.550432275071,4.49712643678,0.999999994764,0.738219891423
8.0,1210.0,0.463620980995,4.44214876033,0.999999998586,0.67043847147
11.0,190.0,0.668508283599,4.41578947368,0.999999990099,0.831683160082
13.0,545.0,0.506517689932,4.72660550459,0.999999996743,0.677524427761
9.0,177.0,0.617142853616,4.72881355932,0.99999999,0.8099999919
11.0,259.0,0.630952378449,4.91891891892,0.999999993631,0.789808912167
12.0,137.0,0.573529407548,4.72262773723,0.999999988372,0.639534876284
8.0,467.0,0.535147391077,4.41755888651,0.999999996169,0.697318004991
10.0,336.0,0.595092022714,4.52976190476,0.999999994475,0.77348065871
11.0,226.0,0.623893802549,4.8185840708,0.999999992366,0.793893123711
12.0,320.0,0.562893079991,4.290625,0.99999999435,0.728813555204
10.0,347.0,0.450793649363,5.14121037464,0.999999995283,0.499999997642
9.0,263.0,0.607999997568,4.39923954373,0.999999994083,0.686390528483
10.0,205.0,0.549504947775,5.40975609756,0.999999992754,0.637681154799
12.0,783.0,0.470433639329,5.06896551724,0.999999997863,0.64529914392
10.0,973.0,0.468553458628,4.53237410072,0.999999998224,0.671403195966
10.0,391.0,0.619680849416,4.61636828645,0.999999995745,0.817021273119
13.0,287.0,0.614035085565,4.79094076655,0.999999994286,0.765714281339
13.0,1074.0,0.420708954831,4.78026070764,0.999999998344,0.617549667852
8.0,275.0,0.53100774988,4.51272727273,0.999999993711,0.635220121791
8.0,863.0,0.461084905117,4.31981460023,0.999999997895,0.661052630187
8.0,194.0,0.588235290972,4.39690721649,0.999999990566,0.716981125311
13.0,401.0,0.555276380514,4.91770573566,0.999999995536,0.75892856804
13.0,302.0,0.610169489457,4.95364238411,0.999999994652,0.754010691155
11.0,122.0,0.697478985735,4.67213114754,0.999999986486,0.837837826516
14.0,205.0,0.607843134275,4.73170731707,0.999999992958,0.661971826324
8.0,869.0,0.464622640962,4.88262370541,0.999999998127,0.64606741452
13.0,175.0,0.71098265485,4.58285714286,0.999999989796,0.867346929925
13.0,1001.0,0.435793730601,4.46553446553,0.999999998208,0.636200715706
11.0,225.0,0.66666666358,4.77777777778,0.999999993548,0.729032253361
10.0,222.0,0.649999997045,5.0,0.999999992537,0.776119397193
10.0,572.0,0.478108580599,5.16783216783,0.999999996865,0.680250781567
11.0,461.0,0.480176210396,4.26681127983,0.999999996063,0.677165351665
11.0,1000.0,0.390466531044,4.472,0.999999998276,0.56034482662
9.0,342.0,0.567164177411,4.3918128655,0.999999995025,0.72636815559
11.0,950.0,0.419354838259,4.6,0.999999998179,0.602914388701
10.0,303.0,0.625850338007,4.60066006601,0.99999999375,0.843749994727
8.0,113.0,0.630630624949,4.40707964602,0.999999985714,0.685714275918
11.0,449.0,0.541860463856,4.49665924276,0.999999996016,0.733067726163
6.0,660.0,0.500792392233,4.47727272727,0.999999997409,0.668393780652
12.0,193.0,0.560846557879,4.17616580311,0.999999990566,0.716981125311
10.0,446.0,0.612009236462,4.59641255605,0.999999996283,0.791821558395
10.0,946.0,0.47014925323,4.68076109937,0.999999998185,0.662431940722
13.0,728.0,0.478260868894,4.40659340659,0.999999997442,0.703324806385
9.0,250.0,0.534482756317,5.12,0.999999994624,0.569892470054
8.0,418.0,0.485221673682,5.11004784689,0.99999999639,0.577617326435
7.0,698.0,0.432314409851,4.71203438395,0.999999997487,0.595477385438
12.0,175.0,0.598837205821,4.62857142857,0.999999991071,0.69642856521
8.0,709.0,0.451936871661,5.02961918195,0.999999997625,0.615201898776
10.0,248.0,0.599999997447,4.64919354839,0.999999994186,0.656976740366
9.0,885.0,0.453608246903,4.73672316384,0.999999998062,0.633720929004
10.0,367.0,0.55494505342,4.79836512262,0.999999995098,0.730392153282
10.0,1023.0,0.439121756049,4.48875855327,0.999999998294,0.627986347051
13.0,415.0,0.592682925384,4.87710843373,0.999999995763,0.805084742351
16.0,186.0,0.640449434604,4.74193548387,0.999999992188,0.695312494568
10.0,181.0,0.536723160809,4.16022099448,0.999999990196,0.686274503076
6.0,485.0,0.545073374119,4.88041237113,0.999999996528,0.722222219715
14.0,110.0,0.728971955804,4.14545454545,0.999999985507,0.840579697963
12.0,129.0,0.714285708617,4.62015503876,0.999999986301,0.849315056859
7.0,214.0,0.588785043978,4.13551401869,0.999999991071,0.77678570735
8.0,101.0,0.623762370062,5.13861386139,0.999999987654,0.654320979576
10.0,241.0,0.691983119443,4.72199170124,0.999999992908,0.858156022283
9.0,335.0,0.491017962602,4.67462686567,0.999999995238,0.595238092404
9.0,109.0,0.732673260073,4.25688073394,0.999999984127,0.825396812295
10.0,544.0,0.548387095734,5.20772058824,0.999999997268,0.658469943556
11.0,332.0,0.560975608046,4.78313253012,0.999999994872,0.692307688757
8.0,143.0,0.69930069441,4.51748251748,0.999999986842,0.855263146641
7.0,219.0,0.655963299743,4.63470319635,0.999999992647,0.779411758975
12.0,188.0,0.651162786912,4.95744680851,0.999999992188,0.67968749469
12.0,383.0,0.517426272071,4.6135770235,0.999999995169,0.676328499148
10.0,551.0,0.593806920594,4.9165154265,0.999999996979,0.797583079161
11.0,466.0,0.596810932581,4.5686695279,0.99999999661,0.722033895858
11.0,363.0,0.584022036959,5.17079889807,0.999999995475,0.755656105178
12.0,309.0,0.567656763803,4.88025889968,0.999999994048,0.791666661954
10.0,558.0,0.468239563579,4.74910394265,0.999999997319,0.579088470297
9.0,2248.0,0.184336198575,4.9506227758,0.999999999352,0.220998055592
14.0,331.0,0.48986486321,4.88519637462,0.999999994792,0.593749996908
11.0,652.0,0.526984126148,5.2254601227,0.999999997636,0.652482267961
13.0,96.0,0.739583325629,4.59375,0.999999981132,0.886792436098
9.0,1119.0,0.43309222384,4.44682752458,0.999999998361,0.655737703843
6.0,188.0,0.623595502115,4.67021276596,0.999999991304,0.721739124159
11.0,163.0,0.67283950202,4.9754601227,0.999999989899,0.78787877992
8.0,482.0,0.538947367286,4.85269709544,0.999999996678,0.674418602411
9.0,458.0,0.582969431042,4.53930131004,0.999999996078,0.807843134087
12.0,168.0,0.679012341488,4.74404761905,0.999999990291,0.834951448204
