 global_sentiment_polarity, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity
0.10105661882,0.678571428571,0.321428571429,0.358253588517,0.1,1.0,-0.32962962963,-1.0,-0.1
0.126143787774,0.767441860465,0.232558139535,0.355282369146,0.05,1.0,-0.27003968254,-0.8,-0.125
0.0525027056277,0.692307692308,0.307692307692,0.276857864358,0.136363636364,0.6,-0.222916666667,-0.6,-0.05
0.130549476244,0.744444444444,0.255555555556,0.34526797829,0.0625,0.8,-0.345350241546,-1.0,-0.05
0.133481756339,0.75,0.25,0.33162202381,0.1,0.7,-0.308110119048,-1.0,-0.0714285714286
0.1875,1.0,0.0,0.283333333333,0.1,0.5,0.0,0.0,0.0
0.0511092444882,0.641304347826,0.358695652174,0.385418592707,0.05,0.8,-0.375385262885,-1.0,-0.125
0.131178231002,0.683333333333,0.316666666667,0.385936015204,0.0333333333333,0.8,-0.365423976608,-0.666666666667,-0.05
0.058892304504,0.577464788732,0.422535211268,0.342091648189,0.1,0.85,-0.26119047619,-0.7,-0.0714285714286
0.0591795282013,0.576923076923,0.423076923077,0.339446248196,0.05,0.8,-0.278977272727,-0.8,-0.05
0.198697916667,0.863636363636,0.136363636364,0.372807017544,0.1,1.0,-0.241666666667,-0.3,-0.125
0.105563071188,0.857142857143,0.142857142857,0.227441829004,0.0333333333333,0.9,-0.15,-0.25,-0.1
-0.040625,0.428571428571,0.571428571429,0.333333333333,0.1,0.5,-0.21875,-0.3,-0.175
0.0942402265678,0.723076923077,0.276923076923,0.309509993553,0.0333333333333,0.8,-0.233983686067,-0.5,-0.0714285714286
0.274208952559,0.904761904762,0.0952380952381,0.401731601732,0.0333333333333,1.0,-0.31875,-0.4,-0.05
0.0957482993197,0.8,0.2,0.26130952381,0.1,0.5,-0.225,-0.4,-0.05
-0.257051282051,0.352941176471,0.647058823529,0.441666666667,0.2,0.6,-0.643356643357,-1.0,-0.0769230769231
0.0732467532468,0.592592592593,0.407407407407,0.331814799784,0.05,0.8,-0.385227272727,-0.6,-0.1
0.153929836397,0.648648648649,0.351351351351,0.421581890332,0.1,1.0,-0.320085470085,-0.6,-0.1
0.398859771181,0.843373493976,0.156626506024,0.518929344465,0.1,1.0,-0.226602564103,-0.5,-0.125
0.170079453067,0.903225806452,0.0967741935484,0.312527056277,0.1,1.0,-0.201388888889,-0.291666666667,-0.125
0.0636300505051,0.636363636364,0.363636363636,0.269624819625,0.1,0.6,-0.269212962963,-0.5,-0.125
0.147361111111,0.708333333333,0.291666666667,0.390231092437,0.2,1.0,-0.218934240363,-0.433333333333,-0.0714285714286
0.00236985236985,0.428571428571,0.571428571429,0.445454545455,0.136363636364,1.0,-0.326388888889,-0.6,-0.155555555556
0.133999019848,0.717948717949,0.282051282051,0.355932668522,0.0625,0.5,-0.216774891775,-0.7,-0.0714285714286
0.222172619048,0.8,0.2,0.26875,0.0333333333333,0.416666666667,-0.583333333333,-1.0,-0.166666666667
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.111875,0.5625,0.4375,0.455555555556,0.1,0.7,-0.266071428571,-0.5,-0.1
-0.0308035714286,0.333333333333,0.666666666667,0.41,0.2,0.6,-0.359285714286,-1.0,-0.0714285714286
0.028334752679,0.529411764706,0.470588235294,0.233830367164,0.05,0.6,-0.284375,-0.5,-0.1
0.0446857739961,0.631578947368,0.368421052632,0.281601731602,0.1,0.6,-0.297619047619,-0.5,-0.125
0.340079365079,1.0,0.0,0.437244897959,0.214285714286,1.0,0.0,0.0,0.0
0.135506854257,0.714285714286,0.285714285714,0.377922077922,0.1,1.0,-0.399652777778,-0.8,-0.125
0.193535942516,0.818181818182,0.181818181818,0.365165258022,0.0333333333333,1.0,-0.256944444444,-0.8,-0.1
0.109274059274,0.866666666667,0.133333333333,0.313227605728,0.1,1.0,-0.358333333333,-0.6,-0.166666666667
0.134617003367,0.692307692308,0.307692307692,0.451178451178,0.2,0.8,-0.359375,-0.5,-0.125
0.116306818182,0.733333333333,0.266666666667,0.309366391185,0.1,0.5,-0.135416666667,-0.166666666667,-0.125
0.0513837264268,0.58064516129,0.41935483871,0.314152236652,0.1,0.8,-0.193421855922,-0.4,-0.0714285714286
0.177083333333,0.875,0.125,0.433333333333,0.0333333333333,0.5,-0.2,-0.2,-0.2
0.219126984127,0.8125,0.1875,0.449487179487,0.1,1.0,-0.275,-0.4,-0.125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.182399891775,0.777777777778,0.222222222222,0.445075757576,0.1,1.0,-0.221875,-0.3125,-0.1875
0.248535353535,1.0,0.0,0.405664335664,0.1,1.0,0.0,0.0,0.0
0.152894512895,0.685714285714,0.314285714286,0.419895382395,0.1,1.0,-0.341414141414,-0.6,-0.05
0.0203125,0.555555555556,0.444444444444,0.29,0.1,0.5,-0.271875,-0.5,-0.15
0.118744807381,0.703703703704,0.296296296296,0.321445659604,0.1,0.8,-0.189236111111,-0.25,-0.00833333333333
0.0806034482759,0.5,0.5,0.468055555556,0.166666666667,1.0,-0.273263888889,-0.5,-0.05
0.00504893657068,0.428571428571,0.571428571429,0.311737914863,0.05,1.0,-0.204166666667,-0.6,-0.05
0.22614379085,0.909090909091,0.0909090909091,0.4,0.1,0.5,-0.155555555556,-0.155555555556,-0.155555555556
0.117794884327,0.722222222222,0.277777777778,0.397668997669,0.136363636364,0.8,-0.303611111111,-0.5,-0.155555555556
0.0791232323232,0.75,0.25,0.292626262626,0.1,0.6,-0.218518518519,-0.4,-0.1
0.169917089306,0.829268292683,0.170731707317,0.322494270435,0.05,1.0,-0.244312169312,-0.5,-0.1
0.147729835751,0.75,0.25,0.378553391053,0.0625,1.0,-0.345699023199,-1.0,-0.05
0.0208616780045,0.470588235294,0.529411764706,0.302678571429,0.2,0.5,-0.164814814815,-0.333333333333,-0.1
0.0244702003423,0.388888888889,0.611111111111,0.182248505463,0.0333333333333,0.8,-0.302272727273,-0.4,-0.1
0.0986607142857,0.470588235294,0.529411764706,0.473214285714,0.285714285714,0.5,-0.338888888889,-0.5,-0.05
0.0631318436465,0.52,0.48,0.316973026973,0.1,1.0,-0.151736111111,-0.4,-0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0153957153957,0.518518518519,0.481481481481,0.39758812616,0.1,0.7,-0.474358974359,-1.0,-0.2
0.106841634611,0.671924290221,0.328075709779,0.389660386562,0.0333333333333,1.0,-0.353855252653,-1.0,-0.05
0.127777777778,0.714285714286,0.285714285714,0.31,0.2,0.5,-0.2,-0.3,-0.1
0.0955011074197,0.64,0.36,0.389732142857,0.05,0.75,-0.236574074074,-0.7,-0.05
0.1875,0.785714285714,0.214285714286,0.363636363636,0.1,0.8,-0.416666666667,-0.7,-0.05
0.0418911862991,0.633802816901,0.366197183099,0.278095238095,0.1,0.8,-0.330021367521,-0.9,-0.05
0.15,0.8,0.2,0.3,0.2,0.4,-1.0,-1.0,-1.0
0.180480283605,0.8125,0.1875,0.450757575758,0.05,1.0,-0.38912037037,-1.0,-0.1
0.124837662338,0.727272727273,0.272727272727,0.323674242424,0.1,0.8,-0.25,-0.5,-0.05
0.100916795824,0.690909090909,0.309090909091,0.320772100706,0.05,0.8,-0.144304388422,-0.3,-0.0714285714286
-0.0614583333333,0.529411764706,0.470588235294,0.297222222222,0.05,0.5,-0.51875,-1.0,-0.1
0.220476190476,0.733333333333,0.266666666667,0.505844155844,0.214285714286,1.0,-0.16369047619,-0.25,-0.0714285714286
0.243478705979,0.864406779661,0.135593220339,0.411942959002,0.1,1.0,-0.358333333333,-0.75,-0.1
0.0940476190476,0.75,0.25,0.30625,0.0333333333333,0.7,-0.425,-0.7,-0.2
0.0692307692308,0.375,0.625,0.666666666667,0.5,1.0,-0.22,-0.5,-0.15
-0.174175824176,0.416666666667,0.583333333333,0.332142857143,0.25,0.375,-0.525,-0.625,-0.15
0.144269612501,0.764705882353,0.235294117647,0.313807026307,0.1,0.8,-0.159375,-0.2,-0.05
0.10799297321,0.684210526316,0.315789473684,0.297902097902,0.1,0.7,-0.231481481481,-0.6,-0.05
0.087619047619,0.75,0.25,0.543333333333,0.16,1.0,-0.416666666667,-0.5,-0.333333333333
0.16291544477,0.84,0.16,0.278192640693,0.0625,0.6,-0.211805555556,-0.4,-0.125
-0.0840840088323,0.4375,0.5625,0.359196925523,0.1,1.0,-0.449272486772,-1.0,-0.05
0.112183289294,0.794871794872,0.205128205128,0.341731252618,0.0625,1.0,-0.169444444444,-0.25,-0.125
0.131571659215,0.726315789474,0.273684210526,0.343769213878,0.05,1.0,-0.240384615385,-0.5,-0.1
0.0827876219825,0.659090909091,0.340909090909,0.319723092999,0.0333333333333,1.0,-0.2525,-0.5,-0.05
0.0705615942029,0.647058823529,0.352941176471,0.351893939394,0.0625,0.6,-0.281944444444,-0.5,-0.125
0.0697120708749,0.571428571429,0.428571428571,0.344642857143,0.1,0.9,-0.259722222222,-0.6,-0.166666666667
0.131628787879,0.722222222222,0.277777777778,0.299737762238,0.0625,0.5,-0.1475,-0.2,-0.1
0.240219411092,0.79347826087,0.20652173913,0.458115400581,0.1,1.0,-0.258114035088,-0.7,-0.05
0.12612705395,0.78,0.22,0.321061716062,0.0333333333333,1.0,-0.302831890332,-0.6,-0.0714285714286
0.390416666667,0.888888888889,0.111111111111,0.495833333333,0.25,1.0,-0.125,-0.125,-0.125
0.129848484848,0.62962962963,0.37037037037,0.407040998217,0.1,0.7,-0.1825,-0.3,-0.1
0.129826839827,0.555555555556,0.444444444444,0.377272727273,0.1,0.8,-0.209523809524,-0.4,-0.0714285714286
-0.000751879699248,0.625,0.375,0.340238095238,0.1,0.5,-0.569444444444,-1.0,-0.125
0.215922619048,0.75,0.25,0.51626984127,0.2,1.0,-0.272222222222,-0.4,-0.1
0.154491239892,0.814285714286,0.185714285714,0.352825814536,0.0333333333333,0.7,-0.259615384615,-0.5,-0.125
0.119943012716,0.789473684211,0.210526315789,0.322545093795,0.05,1.0,-0.23125,-0.6,-0.1
0.0748002802351,0.616822429907,0.383177570093,0.317921094057,0.0333333333333,1.0,-0.251693766938,-0.8,-0.075
0.22380952381,0.9,0.1,0.359259259259,0.2,0.5,-0.1,-0.1,-0.1
0.144148661944,0.761904761905,0.238095238095,0.406017766955,0.1,0.75,-0.230833333333,-0.7,-0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.249019607843,0.8125,0.1875,0.332051282051,0.0333333333333,0.7,-0.344444444444,-0.7,-0.166666666667
0.0471685669573,0.557522123894,0.442477876106,0.410381708239,0.05,1.0,-0.351222222222,-0.8,-0.05
0.0639777403666,0.594202898551,0.405797101449,0.392960088692,0.0333333333333,1.0,-0.367113095238,-1.0,-0.1
0.0904761904762,0.692307692308,0.307692307692,0.358201058201,0.1,0.7,-0.491666666667,-0.666666666667,-0.1
0.261311788986,0.878048780488,0.121951219512,0.375581409331,0.0333333333333,1.0,-0.136349206349,-0.2,-0.05
0.0875,0.6,0.4,0.453333333333,0.16,0.6,-0.1625,-0.2,-0.125
0.157620320856,0.8,0.2,0.258712121212,0.136363636364,0.5,-0.141666666667,-0.2,-0.1
0.0349529125845,0.552631578947,0.447368421053,0.296459492888,0.0333333333333,0.6,-0.225490196078,-0.5,-0.05
0.210416666667,0.777777777778,0.222222222222,0.433333333333,0.0333333333333,1.0,-0.254166666667,-0.4,-0.125
0.202597402597,0.909090909091,0.0909090909091,0.371136363636,0.1,0.8,-0.5,-0.5,-0.5
0.208688533689,0.75,0.25,0.354834054834,0.1,1.0,-0.126851851852,-0.155555555556,-0.1
0.20798621132,0.815789473684,0.184210526316,0.435504817763,0.1,1.0,-0.175283446712,-0.6,-0.05
0.110330891331,0.78,0.22,0.312222222222,0.0333333333333,0.9,-0.285858585859,-1.0,-0.025
0.011036036036,0.611111111111,0.388888888889,0.275,0.05,0.5,-0.330952380952,-0.55,-0.0666666666667
0.333928571429,1.0,0.0,0.446071428571,0.25,0.7,0.0,0.0,0.0
0.081862745098,0.714285714286,0.285714285714,0.458333333333,0.1,1.0,-0.45625,-0.8,-0.125
0.125339602926,0.9375,0.0625,0.295656565657,0.136363636364,1.0,-0.4,-0.4,-0.4
0.0826758842065,0.623529411765,0.376470588235,0.316813689455,0.05,1.0,-0.266319444444,-0.7,-0.0333333333333
0.146849120083,0.625,0.375,0.43,0.1,1.0,-0.195701058201,-0.5,-0.0714285714286
0.0463744588745,0.615384615385,0.384615384615,0.284753787879,0.136363636364,0.4,-0.260833333333,-0.5,-0.166666666667
0.16553030303,0.777777777778,0.222222222222,0.330194805195,0.1,0.5,-0.1625,-0.2,-0.125
0.236774891775,0.809523809524,0.190476190476,0.407629233512,0.1,1.0,-0.25,-0.4,-0.1
0.148786123786,0.745454545455,0.254545454545,0.322809101468,0.1,0.8,-0.157142857143,-0.4,-0.1
-0.222413793103,0.148148148148,0.851851851852,0.6375,0.2,1.0,-0.391304347826,-0.4,-0.2
0.125139490139,0.678571428571,0.321428571429,0.406353383459,0.1,0.8,-0.267901234568,-0.5,-0.05
0.176515151515,0.848484848485,0.151515151515,0.335822510823,0.0333333333333,1.0,-0.216666666667,-0.25,-0.166666666667
0.0629209606183,0.681818181818,0.318181818182,0.409848484848,0.1,0.8,-0.333928571429,-0.7,-0.1
0.199526986281,0.745098039216,0.254901960784,0.425956937799,0.05,1.0,-0.228311965812,-0.6,-0.05
0.157214479361,0.789473684211,0.210526315789,0.317366522367,0.1,0.9,-0.198712225275,-0.3125,-0.0714285714286
0.203730918205,0.823529411765,0.176470588235,0.348515769944,0.0333333333333,0.85,-0.303703703704,-0.5,-0.155555555556
0.133079553297,0.803921568627,0.196078431373,0.323637947418,0.0333333333333,0.75,-0.338333333333,-0.8,-0.1
0.237121212121,0.555555555556,0.444444444444,0.75,0.35,1.0,-0.285416666667,-0.4,-0.2
0.178732276897,0.831168831169,0.168831168831,0.374325284091,0.0625,0.8,-0.194230769231,-0.6,-0.05
0.0980716253444,0.733333333333,0.266666666667,0.281749311295,0.0333333333333,1.0,-0.210416666667,-0.5,-0.05
0.190758778259,0.689655172414,0.310344827586,0.431785714286,0.1,0.8,-0.256371252205,-0.6,-0.05
0.171872895623,0.714285714286,0.285714285714,0.447976190476,0.0625,1.0,-0.289087301587,-1.0,-0.05
-0.00180375180375,0.555555555556,0.444444444444,0.324837662338,0.136363636364,1.0,-0.336458333333,-0.875,-0.1
0.200724592867,0.75,0.25,0.438249158249,0.1,0.8,-0.229850088183,-0.6,-0.05
0.116952380952,0.64,0.36,0.413125,0.05,0.6,-0.27962962963,-0.5,-0.05
0.258535353535,0.857142857143,0.142857142857,0.375252525253,0.05,0.7,-0.3125,-0.5,-0.125
0.0767857142857,0.625,0.375,0.455,0.375,0.6,-0.4,-0.7,-0.166666666667
0.0325242019885,0.539682539683,0.460317460317,0.369537815126,0.1,1.0,-0.321408045977,-1.0,-0.05
0.053125,0.666666666667,0.333333333333,0.282222222222,0.1,0.5,-0.336111111111,-0.666666666667,-0.05
0.139992559524,0.769230769231,0.230769230769,0.368178571429,0.1,1.0,-0.198015873016,-0.3,-0.0714285714286
0.100606349206,0.52380952381,0.47619047619,0.41487012987,0.16,1.0,-0.209841269841,-0.7,-0.05
0.263249516441,0.945945945946,0.0540540540541,0.356363636364,0.0333333333333,1.0,-0.075,-0.1,-0.05
0.150469367589,0.851851851852,0.148148148148,0.332305194805,0.05,1.0,-0.130357142857,-0.2,-0.0714285714286
0.154797979798,0.714285714286,0.285714285714,0.363636363636,0.136363636364,0.7,-0.2625,-0.4,-0.125
0.115527337959,0.68,0.32,0.375424942704,0.0625,1.0,-0.241443452381,-0.5,-0.0714285714286
0.038182814992,0.619047619048,0.380952380952,0.283566433566,0.1,0.7,-0.247395833333,-0.5,-0.05
0.161829405163,0.833333333333,0.166666666667,0.362626262626,0.1,0.8,-0.291666666667,-0.5,-0.125
0.172035834536,0.848484848485,0.151515151515,0.385633116883,0.05,0.7,-0.234444444444,-0.6,-0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.171912166781,0.830769230769,0.169230769231,0.381988335738,0.0333333333333,0.8,-0.225,-0.5,-0.125
0.0904983164983,0.5,0.5,0.492337662338,0.136363636364,1.0,-0.355555555556,-1.0,-0.1
0.068019005848,0.56,0.44,0.425,0.1,0.85,-0.388888888889,-1.0,-0.155555555556
